"Tabela 3548 - Pessoas de 10 anos ou mais de idade, Valor do rendimento nominal médio mensal, e mediano mensal, das pessoas de 10 anos ou mais de idade, por condição de atividade na semana de referência, segundo a situação do domicílio, o sexo, as classes de rendimento nominal mensal e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Ano x Condição de atividade x Situação do domicílio x Sexo"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Economicamente ativas"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Total"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"3508108";"Buritama (SP)";"Total";"Total";"859,58";"1131,45";"589,46";"1191,38";"1383,51";"912,19"
"3508207";"Buritizal (SP)";"Total";"Total";"926,71";"1242,63";"598,05";"1281,21";"1554,61";"866,23"
"3508306";"Cabrália Paulista (SP)";"Total";"Total";"586,96";"753,42";"416,36";"878,67";"1011,46";"684,26"
"3508405";"Cabreúva (SP)";"Total";"Total";"822,90";"1096,87";"544,16";"1159,23";"1372,36";"863,57"
"3508504";"Caçapava (SP)";"Total";"Total";"993,03";"1381,06";"617,66";"1450,47";"1730,64";"1041,62"
"3508603";"Cachoeira Paulista (SP)";"Total";"Total";"872,17";"1036,36";"715,26";"1127,59";"1285,25";"907,14"
"3508702";"Caconde (SP)";"Total";"Total";"725,99";"963,97";"488,81";"968,60";"1153,40";"687,42"
"3508801";"Cafelândia (SP)";"Total";"Total";"747,40";"960,55";"541,53";"1046,20";"1215,81";"795,21"
"3508900";"Caiabu (SP)";"Total";"Total";"626,37";"853,06";"389,44";"956,72";"1144,93";"629,38"
"3509007";"Caieiras (SP)";"Total";"Total";"925,84";"1162,91";"702,69";"1312,99";"1477,68";"1115,12"
"3509106";"Caiuá (SP)";"Total";"Total";"548,51";"676,76";"403,66";"885,57";"1001,34";"678,61"
"3509205";"Cajamar (SP)";"Total";"Total";"724,67";"917,76";"534,79";"1143,53";"1290,72";"951,48"
"3509254";"Cajati (SP)";"Total";"Total";"567,91";"819,19";"311,61";"937,75";"1098,57";"639,82"
"3509304";"Cajobi (SP)";"Total";"Total";"767,13";"1034,87";"485,55";"1038,84";"1264,66";"696,26"
"3509403";"Cajuru (SP)";"Total";"Total";"691,11";"923,17";"462,79";"966,63";"1155,54";"670,95"
"3509452";"Campina do Monte Alegre (SP)";"Total";"Total";"605,46";"785,07";"415,61";"870,56";"982,29";"688,13"
"3509502";"Campinas (SP)";"Total";"Total";"1496,67";"1930,98";"1098,01";"2137,67";"2533,98";"1670,93"
"3509601";"Campo Limpo Paulista (SP)";"Total";"Total";"885,27";"1187,95";"596,84";"1248,34";"1485,92";"943,28"
"3509700";"Campos do Jordão (SP)";"Total";"Total";"1008,75";"1384,51";"652,42";"1423,38";"1841,63";"945,48"
"3509809";"Campos Novos Paulista (SP)";"Total";"Total";"591,02";"701,15";"475,41";"873,25";"881,52";"858,05"
"3509908";"Cananéia (SP)";"Total";"Total";"641,65";"811,30";"472,68";"949,77";"1070,09";"781,77"
"3509957";"Canas (SP)";"Total";"Total";"528,00";"718,34";"335,01";"768,19";"913,39";"534,62"
"3510005";"Cândido Mota (SP)";"Total";"Total";"710,51";"963,53";"469,59";"1037,27";"1268,83";"696,61"
"3510104";"Cândido Rodrigues (SP)";"Total";"Total";"934,50";"1215,92";"663,19";"1371,43";"1535,99";"1129,51"
"3510153";"Canitar (SP)";"Total";"Total";"584,94";"781,89";"382,06";"869,37";"1029,68";"622,46"
"3510203";"Capão Bonito (SP)";"Total";"Total";"630,22";"814,07";"448,98";"928,50";"1049,50";"749,82"
"3510302";"Capela do Alto (SP)";"Total";"Total";"623,81";"815,86";"414,42";"870,99";"998,95";"649,97"
"3510401";"Capivari (SP)";"Total";"Total";"931,16";"1173,23";"690,11";"1247,67";"1459,85";"964,84"
"3510500";"Caraguatatuba (SP)";"Total";"Total";"868,66";"1120,24";"623,54";"1214,97";"1411,56";"963,28"
"3510609";"Carapicuíba (SP)";"Total";"Total";"773,77";"995,68";"568,05";"1190,58";"1373,67";"967,76"
"3510708";"Cardoso (SP)";"Total";"Total";"672,85";"854,87";"495,84";"975,86";"1118,19";"764,05"
"3510807";"Casa Branca (SP)";"Total";"Total";"749,43";"905,99";"570,16";"1194,70";"1406,46";"901,25"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"Total";"629,37";"830,36";"418,27";"777,22";"940,86";"549,84"
"3511003";"Castilho (SP)";"Total";"Total";"647,33";"874,46";"420,97";"965,07";"1135,96";"713,13"
"3511102";"Catanduva (SP)";"Total";"Total";"1045,61";"1372,69";"741,87";"1442,33";"1720,16";"1090,94"
"3511201";"Catiguá (SP)";"Total";"Total";"880,61";"1248,35";"494,19";"1297,28";"1526,54";"874,40"
"3511300";"Cedral (SP)";"Total";"Total";"938,65";"1278,12";"606,48";"1320,66";"1573,91";"960,29"
"3511409";"Cerqueira César (SP)";"Total";"Total";"761,55";"980,63";"546,51";"1097,30";"1262,66";"854,17"
"3511508";"Cerquilho (SP)";"Total";"Total";"1016,98";"1331,91";"709,58";"1329,94";"1619,70";"973,65"
"3511607";"Cesário Lange (SP)";"Total";"Total";"761,93";"986,70";"517,15";"1034,11";"1190,30";"780,10"
"3511706";"Charqueada (SP)";"Total";"Total";"801,65";"1127,76";"463,60";"1176,71";"1430,08";"778,47"
"3511904";"Clementina (SP)";"Total";"Total";"747,76";"976,83";"495,27";"1027,13";"1186,58";"754,56"
"3512001";"Colina (SP)";"Total";"Total";"805,84";"1078,61";"537,79";"1130,10";"1362,67";"800,00"
"3512100";"Colômbia (SP)";"Total";"Total";"670,03";"914,78";"413,24";"984,43";"1186,91";"661,01"
"3512209";"Conchal (SP)";"Total";"Total";"705,67";"961,95";"443,77";"1067,49";"1246,03";"781,26"
"3512308";"Conchas (SP)";"Total";"Total";"832,28";"1044,15";"621,01";"1188,54";"1353,38";"969,08"
"3512407";"Cordeirópolis (SP)";"Total";"Total";"989,42";"1377,35";"596,19";"1406,43";"1700,50";"988,63"
"3512506";"Coroados (SP)";"Total";"Total";"733,33";"963,20";"507,17";"957,73";"1171,92";"689,78"
"3512605";"Coronel Macedo (SP)";"Total";"Total";"542,72";"649,91";"430,89";"808,83";"835,13";"758,34"
"3512704";"Corumbataí (SP)";"Total";"Total";"842,21";"1141,30";"525,22";"1177,83";"1416,69";"811,04"
"3512803";"Cosmópolis (SP)";"Total";"Total";"922,54";"1291,66";"555,50";"1413,05";"1677,45";"1004,78"
"3512902";"Cosmorama (SP)";"Total";"Total";"703,31";"942,94";"456,83";"968,50";"1128,75";"711,17"
"3513009";"Cotia (SP)";"Total";"Total";"1213,56";"1568,94";"876,39";"1736,53";"2023,37";"1393,27"
"3513108";"Cravinhos (SP)";"Total";"Total";"894,95";"1184,73";"605,14";"1267,13";"1465,77";"972,98"
"3513207";"Cristais Paulista (SP)";"Total";"Total";"832,92";"1135,60";"515,21";"1104,31";"1304,16";"790,02"
"3513306";"Cruzália (SP)";"Total";"Total";"682,66";"853,57";"519,92";"994,85";"1099,91";"837,88"
"3513405";"Cruzeiro (SP)";"Total";"Total";"916,08";"1219,34";"632,86";"1356,89";"1614,71";"1016,51"
"3513504";"Cubatão (SP)";"Total";"Total";"788,67";"1089,14";"493,19";"1161,44";"1410,83";"817,38"
"3513603";"Cunha (SP)";"Total";"Total";"592,31";"795,67";"380,38";"810,58";"946,57";"587,42"
"3513702";"Descalvado (SP)";"Total";"Total";"891,41";"1173,90";"618,47";"1234,23";"1475,10";"907,06"
"3513801";"Diadema (SP)";"Total";"Total";"771,73";"991,44";"569,07";"1120,34";"1304,53";"903,56"
"3513850";"Dirce Reis (SP)";"Total";"Total";"631,30";"814,04";"440,69";"865,07";"1029,77";"620,71"
"3513900";"Divinolândia (SP)";"Total";"Total";"780,12";"977,50";"582,19";"1039,79";"1158,04";"863,98"
"3514007";"Dobrada (SP)";"Total";"Total";"699,96";"920,28";"463,93";"995,18";"1143,90";"755,90"
"3514106";"Dois Córregos (SP)";"Total";"Total";"837,68";"1143,72";"529,39";"1237,34";"1454,39";"882,94"
"3514205";"Dolcinópolis (SP)";"Total";"Total";"701,56";"870,49";"521,32";"879,29";"1044,23";"661,08"
"3514304";"Dourado (SP)";"Total";"Total";"783,47";"1029,88";"535,33";"1070,16";"1245,34";"812,11"
"3514403";"Dracena (SP)";"Total";"Total";"931,11";"1185,60";"683,68";"1277,94";"1571,38";"917,10"
"3514502";"Duartina (SP)";"Total";"Total";"774,29";"978,13";"582,19";"1048,04";"1222,59";"815,86"
"3514601";"Dumont (SP)";"Total";"Total";"811,10";"1090,93";"525,28";"1118,03";"1344,86";"788,12"
"3514700";"Echaporã (SP)";"Total";"Total";"801,07";"1129,55";"481,36";"1124,52";"1443,88";"657,38"
"3514809";"Eldorado (SP)";"Total";"Total";"489,54";"637,60";"335,12";"755,77";"845,57";"599,45"
"3514908";"Elias Fausto (SP)";"Total";"Total";"710,82";"945,33";"457,02";"1067,98";"1237,42";"793,97"
"3514924";"Elisiário (SP)";"Total";"Total";"745,47";"1015,20";"439,27";"1001,53";"1227,42";"617,06"
"3514957";"Embaúba (SP)";"Total";"Total";"804,48";"1118,19";"467,29";"1080,41";"1355,09";"647,12"
"3515004";"Embu das Artes (SP)";"Total";"Total";"690,55";"891,66";"504,08";"1037,06";"1211,93";"831,35"
"3515103";"Embu-Guaçu (SP)";"Total";"Total";"778,34";"999,73";"560,80";"1185,51";"1343,53";"974,85"
"3515129";"Emilianópolis (SP)";"Total";"Total";"658,01";"844,08";"468,50";"898,99";"1017,50";"706,28"
"3515152";"Engenheiro Coelho (SP)";"Total";"Total";"841,44";"1121,35";"533,00";"1128,15";"1324,37";"825,18"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"Total";"1167,49";"1330,26";"1013,31";"1417,13";"1661,96";"1111,58"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"Total";"630,47";"826,34";"432,41";"902,65";"1033,75";"711,01"
"3515202";"Estrela d'Oeste (SP)";"Total";"Total";"748,50";"924,03";"572,87";"1033,95";"1127,78";"900,20"
"3515301";"Estrela do Norte (SP)";"Total";"Total";"693,45";"979,46";"390,47";"1086,44";"1330,26";"663,43"
"3515350";"Euclides da Cunha Paulista (SP)";"Total";"Total";"565,19";"724,07";"404,32";"823,47";"960,45";"620,78"
"3515400";"Fartura (SP)";"Total";"Total";"717,70";"884,18";"558,95";"941,08";"1053,17";"790,66"
"3515509";"Fernandópolis (SP)";"Total";"Total";"1052,24";"1405,15";"718,78";"1309,02";"1536,93";"1022,88"
"3515608";"Fernando Prestes (SP)";"Total";"Total";"930,82";"1238,79";"634,98";"1236,39";"1470,40";"906,97"
"3515657";"Fernão (SP)";"Total";"Total";"584,12";"731,16";"426,60";"797,85";"901,82";"626,79"
"3515707";"Ferraz de Vasconcelos (SP)";"Total";"Total";"658,36";"858,17";"471,27";"979,33";"1137,62";"781,81"
"3515806";"Flora Rica (SP)";"Total";"Total";"549,89";"710,49";"391,09";"873,01";"1046,65";"626,16"
"3515905";"Floreal (SP)";"Total";"Total";"725,39";"941,20";"516,19";"987,52";"1156,91";"727,92"
"3516002";"Flórida Paulista (SP)";"Total";"Total";"631,63";"802,06";"421,92";"1005,00";"1183,88";"672,45"
"3516101";"Florínea (SP)";"Total";"Total";"600,44";"776,12";"433,31";"959,29";"1142,92";"703,39"
"3516200";"Franca (SP)";"Total";"Total";"970,61";"1266,05";"691,90";"1312,16";"1579,67";"988,74"
"3516309";"Francisco Morato (SP)";"Total";"Total";"547,02";"695,42";"402,86";"865,12";"984,34";"711,12"
"3516408";"Franco da Rocha (SP)";"Total";"Total";"671,96";"815,52";"520,82";"1062,60";"1217,07";"866,29"
"3516507";"Gabriel Monteiro (SP)";"Total";"Total";"797,40";"978,26";"616,22";"950,54";"1081,99";"777,03"
"3516606";"Gália (SP)";"Total";"Total";"635,83";"795,36";"474,91";"845,81";"977,23";"659,98"
"3516705";"Garça (SP)";"Total";"Total";"874,44";"1114,21";"650,08";"1201,34";"1401,06";"949,74"
"3516804";"Gastão Vidigal (SP)";"Total";"Total";"826,89";"1044,28";"552,76";"1089,09";"1233,73";"789,77"
"3516853";"Gavião Peixoto (SP)";"Total";"Total";"660,18";"876,99";"429,07";"913,67";"1093,88";"637,61"
"3516903";"General Salgado (SP)";"Total";"Total";"864,84";"1125,20";"602,67";"1178,37";"1358,02";"921,40"
"3517000";"Getulina (SP)";"Total";"Total";"596,09";"670,44";"504,19";"997,38";"1136,29";"800,38"
"3517109";"Glicério (SP)";"Total";"Total";"895,73";"1135,18";"654,12";"1318,01";"1443,63";"1121,83"
"3517208";"Guaiçara (SP)";"Total";"Total";"711,69";"929,05";"494,96";"958,89";"1133,30";"722,28"
"3517307";"Guaimbê (SP)";"Total";"Total";"619,54";"772,51";"467,96";"877,27";"969,66";"737,93"
"3517406";"Guaíra (SP)";"Total";"Total";"979,19";"1485,55";"484,64";"1355,80";"1755,95";"758,29"
"3517505";"Guapiaçu (SP)";"Total";"Total";"832,86";"1125,65";"532,99";"1151,47";"1366,45";"829,92"
"3517604";"Guapiara (SP)";"Total";"Total";"484,84";"660,39";"304,48";"739,35";"871,91";"512,80"
"3517703";"Guará (SP)";"Total";"Total";"765,69";"1022,02";"512,67";"1128,47";"1330,63";"816,37"
"3517802";"Guaraçaí (SP)";"Total";"Total";"682,87";"901,59";"468,75";"968,19";"1151,82";"683,13"
"3517901";"Guaraci (SP)";"Total";"Total";"722,59";"958,23";"478,78";"955,53";"1125,42";"704,13"
"3518008";"Guarani d'Oeste (SP)";"Total";"Total";"632,94";"796,12";"475,68";"903,59";"1051,62";"707,86"
"3518107";"Guarantã (SP)";"Total";"Total";"718,87";"803,34";"634,24";"1020,50";"1010,61";"1034,63"
"3518206";"Guararapes (SP)";"Total";"Total";"832,52";"1099,51";"576,31";"1172,93";"1387,01";"877,99"
"3518305";"Guararema (SP)";"Total";"Total";"820,18";"1093,37";"547,63";"1247,86";"1475,76";"940,35"
"3518404";"Guaratinguetá (SP)";"Total";"Total";"1042,21";"1363,93";"747,94";"1454,80";"1691,15";"1161,06"
"3518503";"Guareí (SP)";"Total";"Total";"540,69";"564,67";"500,54";"841,08";"896,57";"728,82"
"3518602";"Guariba (SP)";"Total";"Total";"780,49";"1071,49";"486,74";"1150,62";"1361,23";"825,95"
"3518701";"Guarujá (SP)";"Total";"Total";"848,99";"1143,75";"573,58";"1249,40";"1494,87";"933,89"
"3518800";"Guarulhos (SP)";"Total";"Total";"929,49";"1197,19";"679,42";"1385,93";"1599,20";"1122,49"
"3518859";"Guatapará (SP)";"Total";"Total";"788,80";"1073,53";"488,42";"1168,71";"1371,41";"836,42"
"3518909";"Guzolândia (SP)";"Total";"Total";"618,33";"800,16";"425,87";"898,35";"1038,79";"672,90"
"3519006";"Herculândia (SP)";"Total";"Total";"628,33";"847,91";"405,84";"936,64";"1073,94";"687,35"
"3519055";"Holambra (SP)";"Total";"Total";"1469,55";"1782,13";"1150,66";"1917,75";"2195,15";"1579,19"
"3519071";"Hortolândia (SP)";"Total";"Total";"754,98";"979,12";"527,74";"1111,76";"1330,01";"835,12"
"3519105";"Iacanga (SP)";"Total";"Total";"819,66";"1071,17";"547,49";"1087,55";"1258,39";"810,84"
"3519204";"Iacri (SP)";"Total";"Total";"717,85";"918,38";"516,25";"993,48";"1114,75";"797,57"
"3519253";"Iaras (SP)";"Total";"Total";"404,49";"375,84";"464,94";"918,57";"1041,52";"743,82"
"3519303";"Ibaté (SP)";"Total";"Total";"610,21";"836,40";"372,73";"930,80";"1123,27";"632,64"
"3519402";"Ibirá (SP)";"Total";"Total";"904,27";"1170,84";"641,38";"1185,52";"1390,63";"891,16"
"3519501";"Ibirarema (SP)";"Total";"Total";"686,70";"917,13";"455,12";"1038,06";"1205,94";"757,69"
"3519600";"Ibitinga (SP)";"Total";"Total";"876,68";"1060,11";"699,93";"1147,18";"1299,80";"964,99"
"3519709";"Ibiúna (SP)";"Total";"Total";"715,32";"930,35";"494,22";"970,23";"1127,05";"744,99"
"3519808";"Icém (SP)";"Total";"Total";"797,96";"1068,77";"524,61";"1125,80";"1314,20";"829,74"
"3519907";"Iepê (SP)";"Total";"Total";"685,82";"913,59";"463,39";"1044,53";"1246,21";"752,12"
"3520004";"Igaraçu do Tietê (SP)";"Total";"Total";"683,49";"926,64";"449,93";"947,68";"1139,89";"684,69"
"3520103";"Igarapava (SP)";"Total";"Total";"1405,54";"2072,88";"750,40";"2001,33";"2696,09";"1030,19"
"3520202";"Igaratá (SP)";"Total";"Total";"642,90";"857,31";"419,55";"862,00";"1005,66";"648,51"
"3520301";"Iguape (SP)";"Total";"Total";"746,84";"988,54";"504,84";"926,34";"1042,65";"765,89"
"3520400";"Ilhabela (SP)";"Total";"Total";"894,03";"1056,47";"727,55";"1124,69";"1271,03";"946,86"
"3520426";"Ilha Comprida (SP)";"Total";"Total";"652,65";"809,39";"501,33";"957,32";"1029,94";"866,38"
"3520442";"Ilha Solteira (SP)";"Total";"Total";"1166,43";"1612,47";"746,53";"1553,06";"1963,14";"1067,45"
"3520509";"Indaiatuba (SP)";"Total";"Total";"1227,40";"1673,44";"790,47";"1695,38";"2081,04";"1193,63"
"3520608";"Indiana (SP)";"Total";"Total";"765,76";"968,98";"559,10";"1063,14";"1216,64";"843,65"
"3520707";"Indiaporã (SP)";"Total";"Total";"749,51";"1052,11";"460,96";"1100,61";"1344,08";"738,92"
"3520806";"Inúbia Paulista (SP)";"Total";"Total";"642,09";"867,95";"413,88";"898,76";"1086,80";"617,44"
"3520905";"Ipaussu (SP)";"Total";"Total";"774,42";"1018,06";"527,48";"1133,14";"1341,64";"806,23"
"3521002";"Iperó (SP)";"Total";"Total";"597,46";"724,78";"445,54";"943,96";"1075,76";"745,80"
"3521101";"Ipeúna (SP)";"Total";"Total";"914,90";"1219,71";"582,86";"1257,64";"1474,85";"921,23"
"3521150";"Ipiguá (SP)";"Total";"Total";"678,10";"904,91";"443,47";"1015,92";"1188,79";"742,19"
"3521200";"Iporanga (SP)";"Total";"Total";"500,23";"594,89";"402,82";"699,64";"760,76";"609,58"
"3521309";"Ipuã (SP)";"Total";"Total";"1047,55";"1450,66";"622,23";"1562,18";"1872,67";"1021,99"
"3521408";"Iracemápolis (SP)";"Total";"Total";"858,90";"1190,61";"530,33";"1319,12";"1602,50";"917,13"
"3521507";"Irapuã (SP)";"Total";"Total";"662,70";"860,45";"439,56";"891,89";"992,44";"701,67"
"3521606";"Irapuru (SP)";"Total";"Total";"528,71";"585,10";"448,81";"895,04";"1003,60";"707,34"
"3521705";"Itaberá (SP)";"Total";"Total";"529,41";"664,65";"393,34";"790,39";"885,88";"640,10"
"3521804";"Itaí (SP)";"Total";"Total";"650,09";"813,72";"460,87";"1023,64";"1199,84";"748,20"
"3521903";"Itajobi (SP)";"Total";"Total";"804,57";"1076,14";"530,04";"1119,94";"1347,07";"792,52"
"3522000";"Itaju (SP)";"Total";"Total";"699,41";"955,39";"415,36";"958,65";"1091,52";"694,96"
"3522109";"Itanhaém (SP)";"Total";"Total";"792,49";"1004,73";"595,94";"1051,85";"1235,38";"826,72"
"3522158";"Itaoca (SP)";"Total";"Total";"450,95";"567,84";"324,68";"656,43";"734,29";"507,70"
"3522208";"Itapecerica da Serra (SP)";"Total";"Total";"683,94";"858,35";"510,76";"1047,91";"1221,65";"838,71"
"3522307";"Itapetininga (SP)";"Total";"Total";"839,46";"1067,51";"613,03";"1201,00";"1439,64";"892,34"
"3522406";"Itapeva (SP)";"Total";"Total";"731,56";"956,90";"514,90";"1125,93";"1282,91";"895,12"
"3522505";"Itapevi (SP)";"Total";"Total";"637,34";"817,53";"465,99";"984,47";"1132,67";"797,42"
"3522604";"Itapira (SP)";"Total";"Total";"928,66";"1200,20";"663,99";"1296,63";"1528,99";"981,16"
"3522653";"Itapirapuã Paulista (SP)";"Total";"Total";"398,43";"488,26";"302,75";"625,59";"676,01";"541,29"
"3522703";"Itápolis (SP)";"Total";"Total";"891,26";"1169,69";"616,69";"1176,87";"1368,69";"921,44"
"3522802";"Itaporanga (SP)";"Total";"Total";"642,70";"806,05";"480,15";"945,05";"1056,31";"775,47"
"3522901";"Itapuí (SP)";"Total";"Total";"777,38";"977,66";"574,31";"1058,09";"1199,51";"855,65"
"3523008";"Itapura (SP)";"Total";"Total";"611,44";"709,72";"504,93";"907,78";"956,79";"837,15"
"3523107";"Itaquaquecetuba (SP)";"Total";"Total";"571,28";"753,67";"396,69";"884,24";"1029,21";"691,98"
"3523206";"Itararé (SP)";"Total";"Total";"587,82";"756,48";"426,44";"870,78";"987,13";"700,08"
"3523305";"Itariri (SP)";"Total";"Total";"504,24";"652,78";"354,82";"821,20";"889,50";"709,11"
"3523404";"Itatiba (SP)";"Total";"Total";"1204,44";"1565,00";"855,88";"1641,78";"1954,66";"1245,02"
"3523503";"Itatinga (SP)";"Total";"Total";"672,24";"898,21";"435,05";"963,95";"1139,76";"690,24"
"3523602";"Itirapina (SP)";"Total";"Total";"722,81";"815,43";"583,57";"1154,97";"1358,24";"834,50"
"3523701";"Itirapuã (SP)";"Total";"Total";"617,51";"757,59";"471,21";"920,34";"1007,91";"786,66"
"3523800";"Itobi (SP)";"Total";"Total";"700,85";"917,99";"467,04";"964,87";"1135,06";"692,48"
"3523909";"Itu (SP)";"Total";"Total";"1151,36";"1540,79";"775,86";"1618,60";"1978,51";"1158,35"
"3524006";"Itupeva (SP)";"Total";"Total";"976,49";"1251,65";"694,37";"1362,81";"1564,73";"1091,37"
"3524105";"Ituverava (SP)";"Total";"Total";"1076,57";"1420,12";"753,45";"1504,78";"1820,04";"1100,35"
"3524204";"Jaborandi (SP)";"Total";"Total";"624,80";"859,91";"386,31";"920,71";"1091,35";"617,55"
"3524303";"Jaboticabal (SP)";"Total";"Total";"1129,92";"1517,85";"767,29";"1590,22";"1949,95";"1140,44"
"3524402";"Jacareí (SP)";"Total";"Total";"956,17";"1302,87";"629,80";"1343,86";"1629,32";"974,87"
"3524501";"Jaci (SP)";"Total";"Total";"704,97";"893,85";"509,61";"960,02";"1106,12";"752,30"
"3524600";"Jacupiranga (SP)";"Total";"Total";"672,75";"902,28";"438,08";"1055,04";"1220,78";"777,47"
"3524709";"Jaguariúna (SP)";"Total";"Total";"1169,42";"1647,38";"702,85";"1627,34";"2056,87";"1075,13"
"3524808";"Jales (SP)";"Total";"Total";"937,46";"1223,22";"667,58";"1275,20";"1509,10";"975,76"
"3524907";"Jambeiro (SP)";"Total";"Total";"860,82";"1123,57";"576,19";"1182,74";"1344,91";"923,58"
"3525003";"Jandira (SP)";"Total";"Total";"915,21";"1190,25";"655,93";"1313,92";"1557,35";"1024,31"
"3525102";"Jardinópolis (SP)";"Total";"Total";"824,41";"1123,89";"524,13";"1286,29";"1523,22";"932,18"
"3525201";"Jarinu (SP)";"Total";"Total";"823,50";"1084,09";"558,58";"1153,74";"1369,42";"867,16"
"3525300";"Jaú (SP)";"Total";"Total";"1076,37";"1423,12";"748,40";"1417,81";"1702,12";"1067,62"
"3525409";"Jeriquara (SP)";"Total";"Total";"651,27";"857,92";"436,18";"939,54";"1075,68";"715,38"
"3525508";"Joanópolis (SP)";"Total";"Total";"726,46";"902,00";"550,15";"947,29";"1104,15";"737,65"
"3525607";"João Ramalho (SP)";"Total";"Total";"732,36";"1004,33";"453,29";"1036,95";"1267,22";"688,94"
"3525706";"José Bonifácio (SP)";"Total";"Total";"979,28";"1241,31";"721,85";"1349,32";"1528,00";"1106,51"
"3525805";"Júlio Mesquita (SP)";"Total";"Total";"561,04";"660,50";"465,39";"797,12";"869,19";"703,63"
"3525854";"Jumirim (SP)";"Total";"Total";"822,78";"1056,62";"571,16";"1058,08";"1238,46";"787,97"
"3525904";"Jundiaí (SP)";"Total";"Total";"1600,66";"2080,17";"1152,19";"2187,73";"2627,98";"1645,24"
"3526001";"Junqueirópolis (SP)";"Total";"Total";"768,05";"900,21";"617,28";"1072,55";"1146,68";"947,44"
"3526100";"Juquiá (SP)";"Total";"Total";"546,02";"710,52";"379,55";"850,62";"973,11";"659,95"
"3526209";"Juquitiba (SP)";"Total";"Total";"633,02";"816,08";"445,52";"961,29";"1075,15";"795,38"
"3526308";"Lagoinha (SP)";"Total";"Total";"641,10";"840,10";"429,41";"905,12";"1016,24";"699,30"
"3526407";"Laranjal Paulista (SP)";"Total";"Total";"851,79";"1075,09";"635,50";"1126,76";"1322,06";"886,18"
"3526506";"Lavínia (SP)";"Total";"Total";"381,00";"346,07";"469,33";"969,95";"1192,32";"673,26"
"3526605";"Lavrinhas (SP)";"Total";"Total";"569,01";"727,61";"412,43";"954,01";"1039,63";"816,63"
"3526704";"Leme (SP)";"Total";"Total";"862,81";"1129,18";"595,89";"1208,15";"1376,62";"956,84"
"3526803";"Lençóis Paulista (SP)";"Total";"Total";"932,29";"1291,43";"580,08";"1291,29";"1614,90";"859,87"
"3526902";"Limeira (SP)";"Total";"Total";"1012,77";"1351,18";"689,75";"1433,28";"1736,29";"1053,10"
"3527009";"Lindóia (SP)";"Total";"Total";"816,87";"984,17";"653,13";"1056,97";"1187,03";"897,56"
"3527108";"Lins (SP)";"Total";"Total";"1014,78";"1331,52";"721,98";"1382,25";"1669,77";"1026,88"
"3527207";"Lorena (SP)";"Total";"Total";"890,20";"1122,26";"677,58";"1259,58";"1429,15";"1041,86"
"3527256";"Lourdes (SP)";"Total";"Total";"684,72";"847,84";"505,05";"941,77";"1099,12";"701,06"
"3527306";"Louveira (SP)";"Total";"Total";"1190,27";"1602,88";"765,40";"1620,11";"1981,52";"1139,86"
"3527405";"Lucélia (SP)";"Total";"Total";"780,07";"901,11";"643,76";"1166,73";"1355,50";"899,94"
"3527504";"Lucianópolis (SP)";"Total";"Total";"900,69";"1266,59";"536,94";"1236,77";"1575,95";"768,61"
"3527603";"Luís Antônio (SP)";"Total";"Total";"778,15";"1094,47";"445,00";"1107,95";"1343,27";"747,12"
"3527702";"Luiziânia (SP)";"Total";"Total";"625,59";"821,91";"416,90";"905,28";"1024,85";"680,73"
"3527801";"Lupércio (SP)";"Total";"Total";"631,78";"816,99";"455,69";"888,95";"1032,46";"699,16"
"3527900";"Lutécia (SP)";"Total";"Total";"580,35";"726,68";"435,04";"842,80";"969,92";"656,78"
"3528007";"Macatuba (SP)";"Total";"Total";"1070,91";"1490,06";"649,66";"1548,29";"1961,58";"942,21"
"3528106";"Macaubal (SP)";"Total";"Total";"783,84";"1075,99";"484,07";"1057,88";"1279,54";"693,74"
"3528205";"Macedônia (SP)";"Total";"Total";"719,98";"928,49";"510,65";"969,35";"1169,08";"708,61"
"3528304";"Magda (SP)";"Total";"Total";"805,10";"1070,24";"525,51";"1188,86";"1383,44";"848,11"
"3528403";"Mairinque (SP)";"Total";"Total";"781,03";"1021,82";"543,59";"1140,67";"1337,65";"887,82"
"3528502";"Mairiporã (SP)";"Total";"Total";"1039,27";"1311,27";"761,41";"1662,84";"1844,26";"1408,65"
"3528601";"Manduri (SP)";"Total";"Total";"866,35";"1061,90";"670,76";"1136,50";"1244,50";"984,71"
"3528700";"Marabá Paulista (SP)";"Total";"Total";"384,55";"400,59";"354,96";"658,94";"724,17";"521,76"
"3528809";"Maracaí (SP)";"Total";"Total";"763,51";"1056,51";"467,97";"1060,43";"1285,73";"708,31"
"3528858";"Marapoama (SP)";"Total";"Total";"861,12";"1192,53";"521,66";"1260,96";"1525,27";"837,12"
