"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Ano x Condição de atividade x Sexo"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Economicamente ativa";"Não economicamente ativa"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Total";"Total"
"3540309";"Pontes Gestal (SP)";"Total";"45 a 49 anos";"8,62";"6,67";"1,95"
"3540309";"Pontes Gestal (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540309";"Pontes Gestal (SP)";"Total";"50 a 54 anos";"6,79";"4,91";"1,87"
"3540309";"Pontes Gestal (SP)";"Total";"55 a 59 anos";"6,62";"3,39";"3,22"
"3540309";"Pontes Gestal (SP)";"Total";"60 a 69 anos";"10,74";"3,06";"7,68"
"3540309";"Pontes Gestal (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540309";"Pontes Gestal (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540408";"Populina (SP)";"Total";"15 a 19 anos";"8,96";"4,22";"4,73"
"3540408";"Populina (SP)";"Total";"15 a 17 anos";"5,51";"1,82";"3,69"
"3540408";"Populina (SP)";"Total";"15 anos";"...";"...";"..."
"3540408";"Populina (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540408";"Populina (SP)";"Total";"18 e 19 anos";"3,44";"2,40";"1,04"
"3540408";"Populina (SP)";"Total";"20 a 24 anos";"8,63";"7,03";"1,61"
"3540408";"Populina (SP)";"Total";"25 a 29 anos";"8,26";"7,11";"1,15"
"3540408";"Populina (SP)";"Total";"30 a 34 anos";"7,94";"6,78";"1,16"
"3540408";"Populina (SP)";"Total";"35 a 39 anos";"7,45";"6,55";"0,90"
"3540408";"Populina (SP)";"Total";"40 a 44 anos";"7,72";"6,71";"1,01"
"3540408";"Populina (SP)";"Total";"45 a 49 anos";"7,91";"6,03";"1,88"
"3540408";"Populina (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540408";"Populina (SP)";"Total";"50 a 54 anos";"8,53";"6,11";"2,42"
"3540408";"Populina (SP)";"Total";"55 a 59 anos";"6,46";"3,63";"2,84"
"3540408";"Populina (SP)";"Total";"60 a 69 anos";"9,79";"3,72";"6,06"
"3540408";"Populina (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540408";"Populina (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540507";"Porangaba (SP)";"Total";"15 a 19 anos";"9,22";"4,11";"5,11"
"3540507";"Porangaba (SP)";"Total";"15 a 17 anos";"5,47";"1,79";"3,68"
"3540507";"Porangaba (SP)";"Total";"15 anos";"...";"...";"..."
"3540507";"Porangaba (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540507";"Porangaba (SP)";"Total";"18 e 19 anos";"3,75";"2,32";"1,43"
"3540507";"Porangaba (SP)";"Total";"20 a 24 anos";"8,49";"6,03";"2,46"
"3540507";"Porangaba (SP)";"Total";"25 a 29 anos";"7,88";"6,39";"1,49"
"3540507";"Porangaba (SP)";"Total";"30 a 34 anos";"8,36";"6,46";"1,91"
"3540507";"Porangaba (SP)";"Total";"35 a 39 anos";"7,74";"5,55";"2,19"
"3540507";"Porangaba (SP)";"Total";"40 a 44 anos";"7,78";"5,49";"2,29"
"3540507";"Porangaba (SP)";"Total";"45 a 49 anos";"7,99";"5,65";"2,34"
"3540507";"Porangaba (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540507";"Porangaba (SP)";"Total";"50 a 54 anos";"6,65";"4,23";"2,43"
"3540507";"Porangaba (SP)";"Total";"55 a 59 anos";"7,53";"3,68";"3,85"
"3540507";"Porangaba (SP)";"Total";"60 a 69 anos";"11,14";"3,11";"8,03"
"3540507";"Porangaba (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540507";"Porangaba (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540606";"Porto Feliz (SP)";"Total";"15 a 19 anos";"9,56";"4,39";"5,17"
"3540606";"Porto Feliz (SP)";"Total";"15 a 17 anos";"5,87";"1,67";"4,20"
"3540606";"Porto Feliz (SP)";"Total";"15 anos";"...";"...";"..."
"3540606";"Porto Feliz (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540606";"Porto Feliz (SP)";"Total";"18 e 19 anos";"3,69";"2,73";"0,97"
"3540606";"Porto Feliz (SP)";"Total";"20 a 24 anos";"10,33";"8,45";"1,88"
"3540606";"Porto Feliz (SP)";"Total";"25 a 29 anos";"10,35";"9,07";"1,28"
"3540606";"Porto Feliz (SP)";"Total";"30 a 34 anos";"9,34";"8,02";"1,32"
"3540606";"Porto Feliz (SP)";"Total";"35 a 39 anos";"8,59";"7,35";"1,24"
"3540606";"Porto Feliz (SP)";"Total";"40 a 44 anos";"8,35";"6,91";"1,44"
"3540606";"Porto Feliz (SP)";"Total";"45 a 49 anos";"8,01";"6,35";"1,67"
"3540606";"Porto Feliz (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540606";"Porto Feliz (SP)";"Total";"50 a 54 anos";"6,72";"4,63";"2,09"
"3540606";"Porto Feliz (SP)";"Total";"55 a 59 anos";"5,52";"3,41";"2,12"
"3540606";"Porto Feliz (SP)";"Total";"60 a 69 anos";"7,40";"2,49";"4,91"
"3540606";"Porto Feliz (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540606";"Porto Feliz (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540705";"Porto Ferreira (SP)";"Total";"15 a 19 anos";"9,27";"4,98";"4,28"
"3540705";"Porto Ferreira (SP)";"Total";"15 a 17 anos";"5,93";"2,45";"3,48"
"3540705";"Porto Ferreira (SP)";"Total";"15 anos";"...";"...";"..."
"3540705";"Porto Ferreira (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540705";"Porto Ferreira (SP)";"Total";"18 e 19 anos";"3,34";"2,54";"0,81"
"3540705";"Porto Ferreira (SP)";"Total";"20 a 24 anos";"10,14";"8,01";"2,13"
"3540705";"Porto Ferreira (SP)";"Total";"25 a 29 anos";"10,29";"8,83";"1,46"
"3540705";"Porto Ferreira (SP)";"Total";"30 a 34 anos";"9,49";"8,24";"1,25"
"3540705";"Porto Ferreira (SP)";"Total";"35 a 39 anos";"8,56";"6,83";"1,73"
"3540705";"Porto Ferreira (SP)";"Total";"40 a 44 anos";"8,29";"6,56";"1,73"
"3540705";"Porto Ferreira (SP)";"Total";"45 a 49 anos";"8,06";"6,20";"1,87"
"3540705";"Porto Ferreira (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540705";"Porto Ferreira (SP)";"Total";"50 a 54 anos";"7,10";"5,10";"2,00"
"3540705";"Porto Ferreira (SP)";"Total";"55 a 59 anos";"5,39";"2,86";"2,53"
"3540705";"Porto Ferreira (SP)";"Total";"60 a 69 anos";"7,83";"2,96";"4,87"
"3540705";"Porto Ferreira (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540705";"Porto Ferreira (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540754";"Potim (SP)";"Total";"15 a 19 anos";"9,53";"5,58";"3,95"
"3540754";"Potim (SP)";"Total";"15 a 17 anos";"4,90";"2,22";"2,68"
"3540754";"Potim (SP)";"Total";"15 anos";"...";"...";"..."
"3540754";"Potim (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540754";"Potim (SP)";"Total";"18 e 19 anos";"4,62";"3,36";"1,27"
"3540754";"Potim (SP)";"Total";"20 a 24 anos";"13,89";"8,30";"5,59"
"3540754";"Potim (SP)";"Total";"25 a 29 anos";"14,71";"7,98";"6,73"
"3540754";"Potim (SP)";"Total";"30 a 34 anos";"11,34";"7,14";"4,20"
"3540754";"Potim (SP)";"Total";"35 a 39 anos";"9,32";"6,53";"2,79"
"3540754";"Potim (SP)";"Total";"40 a 44 anos";"7,44";"5,61";"1,83"
"3540754";"Potim (SP)";"Total";"45 a 49 anos";"6,34";"5,12";"1,22"
"3540754";"Potim (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540754";"Potim (SP)";"Total";"50 a 54 anos";"5,77";"4,10";"1,67"
"3540754";"Potim (SP)";"Total";"55 a 59 anos";"3,56";"1,77";"1,79"
"3540754";"Potim (SP)";"Total";"60 a 69 anos";"5,50";"1,69";"3,81"
"3540754";"Potim (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540754";"Potim (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540804";"Potirendaba (SP)";"Total";"15 a 19 anos";"8,61";"5,05";"3,57"
"3540804";"Potirendaba (SP)";"Total";"15 a 17 anos";"4,70";"2,04";"2,66"
"3540804";"Potirendaba (SP)";"Total";"15 anos";"...";"...";"..."
"3540804";"Potirendaba (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540804";"Potirendaba (SP)";"Total";"18 e 19 anos";"3,91";"3,00";"0,91"
"3540804";"Potirendaba (SP)";"Total";"20 a 24 anos";"10,21";"8,27";"1,95"
"3540804";"Potirendaba (SP)";"Total";"25 a 29 anos";"10,40";"9,41";"0,99"
"3540804";"Potirendaba (SP)";"Total";"30 a 34 anos";"8,97";"7,23";"1,74"
"3540804";"Potirendaba (SP)";"Total";"35 a 39 anos";"7,91";"7,02";"0,89"
"3540804";"Potirendaba (SP)";"Total";"40 a 44 anos";"8,02";"6,70";"1,31"
"3540804";"Potirendaba (SP)";"Total";"45 a 49 anos";"8,13";"6,27";"1,86"
"3540804";"Potirendaba (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540804";"Potirendaba (SP)";"Total";"50 a 54 anos";"7,12";"5,37";"1,76"
"3540804";"Potirendaba (SP)";"Total";"55 a 59 anos";"5,94";"3,17";"2,77"
"3540804";"Potirendaba (SP)";"Total";"60 a 69 anos";"8,82";"3,44";"5,39"
"3540804";"Potirendaba (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540804";"Potirendaba (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540853";"Pracinha (SP)";"Total";"15 a 19 anos";"8,04";"2,79";"5,26"
"3540853";"Pracinha (SP)";"Total";"15 a 17 anos";"2,99";"1,29";"1,70"
"3540853";"Pracinha (SP)";"Total";"15 anos";"...";"...";"..."
"3540853";"Pracinha (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540853";"Pracinha (SP)";"Total";"18 e 19 anos";"5,06";"1,50";"3,56"
"3540853";"Pracinha (SP)";"Total";"20 a 24 anos";"23,56";"3,32";"20,24"
"3540853";"Pracinha (SP)";"Total";"25 a 29 anos";"15,93";"3,50";"12,44"
"3540853";"Pracinha (SP)";"Total";"30 a 34 anos";"11,65";"3,33";"8,31"
"3540853";"Pracinha (SP)";"Total";"35 a 39 anos";"8,35";"3,81";"4,54"
"3540853";"Pracinha (SP)";"Total";"40 a 44 anos";"5,58";"2,64";"2,94"
"3540853";"Pracinha (SP)";"Total";"45 a 49 anos";"5,12";"2,26";"2,86"
"3540853";"Pracinha (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540853";"Pracinha (SP)";"Total";"50 a 54 anos";"4,82";"2,18";"2,64"
"3540853";"Pracinha (SP)";"Total";"55 a 59 anos";"3,26";"1,18";"2,08"
"3540853";"Pracinha (SP)";"Total";"60 a 69 anos";"5,05";"1,69";"3,36"
"3540853";"Pracinha (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540853";"Pracinha (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3540903";"Pradópolis (SP)";"Total";"15 a 19 anos";"9,76";"5,43";"4,34"
"3540903";"Pradópolis (SP)";"Total";"15 a 17 anos";"5,32";"2,27";"3,05"
"3540903";"Pradópolis (SP)";"Total";"15 anos";"...";"...";"..."
"3540903";"Pradópolis (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3540903";"Pradópolis (SP)";"Total";"18 e 19 anos";"4,44";"3,16";"1,29"
"3540903";"Pradópolis (SP)";"Total";"20 a 24 anos";"12,10";"9,79";"2,32"
"3540903";"Pradópolis (SP)";"Total";"25 a 29 anos";"12,36";"10,42";"1,94"
"3540903";"Pradópolis (SP)";"Total";"30 a 34 anos";"10,23";"8,44";"1,79"
"3540903";"Pradópolis (SP)";"Total";"35 a 39 anos";"8,47";"6,92";"1,54"
"3540903";"Pradópolis (SP)";"Total";"40 a 44 anos";"8,02";"5,96";"2,06"
"3540903";"Pradópolis (SP)";"Total";"45 a 49 anos";"7,20";"5,10";"2,09"
"3540903";"Pradópolis (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3540903";"Pradópolis (SP)";"Total";"50 a 54 anos";"6,53";"4,04";"2,49"
"3540903";"Pradópolis (SP)";"Total";"55 a 59 anos";"5,09";"2,18";"2,91"
"3540903";"Pradópolis (SP)";"Total";"60 a 69 anos";"6,50";"1,78";"4,72"
"3540903";"Pradópolis (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3540903";"Pradópolis (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541000";"Praia Grande (SP)";"Total";"15 a 19 anos";"9,41";"4,16";"5,25"
"3541000";"Praia Grande (SP)";"Total";"15 a 17 anos";"5,72";"1,78";"3,94"
"3541000";"Praia Grande (SP)";"Total";"15 anos";"...";"...";"..."
"3541000";"Praia Grande (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541000";"Praia Grande (SP)";"Total";"18 e 19 anos";"3,69";"2,38";"1,31"
"3541000";"Praia Grande (SP)";"Total";"20 a 24 anos";"9,20";"7,39";"1,81"
"3541000";"Praia Grande (SP)";"Total";"25 a 29 anos";"9,92";"8,15";"1,77"
"3541000";"Praia Grande (SP)";"Total";"30 a 34 anos";"9,85";"8,15";"1,69"
"3541000";"Praia Grande (SP)";"Total";"35 a 39 anos";"8,95";"7,28";"1,67"
"3541000";"Praia Grande (SP)";"Total";"40 a 44 anos";"7,82";"6,20";"1,62"
"3541000";"Praia Grande (SP)";"Total";"45 a 49 anos";"7,05";"5,41";"1,64"
"3541000";"Praia Grande (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541000";"Praia Grande (SP)";"Total";"50 a 54 anos";"6,66";"4,34";"2,33"
"3541000";"Praia Grande (SP)";"Total";"55 a 59 anos";"6,03";"3,06";"2,97"
"3541000";"Praia Grande (SP)";"Total";"60 a 69 anos";"8,66";"2,50";"6,16"
"3541000";"Praia Grande (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541000";"Praia Grande (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541059";"Pratânia (SP)";"Total";"15 a 19 anos";"11,11";"4,78";"6,34"
"3541059";"Pratânia (SP)";"Total";"15 a 17 anos";"7,60";"1,88";"5,72"
"3541059";"Pratânia (SP)";"Total";"15 anos";"...";"...";"..."
"3541059";"Pratânia (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541059";"Pratânia (SP)";"Total";"18 e 19 anos";"3,51";"2,90";"0,61"
"3541059";"Pratânia (SP)";"Total";"20 a 24 anos";"11,06";"9,03";"2,03"
"3541059";"Pratânia (SP)";"Total";"25 a 29 anos";"10,09";"8,47";"1,62"
"3541059";"Pratânia (SP)";"Total";"30 a 34 anos";"9,71";"8,22";"1,48"
"3541059";"Pratânia (SP)";"Total";"35 a 39 anos";"9,04";"7,21";"1,83"
"3541059";"Pratânia (SP)";"Total";"40 a 44 anos";"7,43";"5,60";"1,82"
"3541059";"Pratânia (SP)";"Total";"45 a 49 anos";"7,79";"5,59";"2,20"
"3541059";"Pratânia (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541059";"Pratânia (SP)";"Total";"50 a 54 anos";"5,75";"4,13";"1,62"
"3541059";"Pratânia (SP)";"Total";"55 a 59 anos";"5,18";"2,87";"2,32"
"3541059";"Pratânia (SP)";"Total";"60 a 69 anos";"5,69";"2,50";"3,19"
"3541059";"Pratânia (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541059";"Pratânia (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541109";"Presidente Alves (SP)";"Total";"15 a 19 anos";"9,01";"4,54";"4,46"
"3541109";"Presidente Alves (SP)";"Total";"15 a 17 anos";"5,09";"1,52";"3,57"
"3541109";"Presidente Alves (SP)";"Total";"15 anos";"...";"...";"..."
"3541109";"Presidente Alves (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541109";"Presidente Alves (SP)";"Total";"18 e 19 anos";"3,92";"3,03";"0,89"
"3541109";"Presidente Alves (SP)";"Total";"20 a 24 anos";"10,06";"8,00";"2,06"
"3541109";"Presidente Alves (SP)";"Total";"25 a 29 anos";"9,06";"7,19";"1,87"
"3541109";"Presidente Alves (SP)";"Total";"30 a 34 anos";"8,87";"7,09";"1,78"
"3541109";"Presidente Alves (SP)";"Total";"35 a 39 anos";"8,29";"6,88";"1,40"
"3541109";"Presidente Alves (SP)";"Total";"40 a 44 anos";"7,82";"6,35";"1,46"
"3541109";"Presidente Alves (SP)";"Total";"45 a 49 anos";"7,79";"6,01";"1,78"
"3541109";"Presidente Alves (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541109";"Presidente Alves (SP)";"Total";"50 a 54 anos";"7,30";"5,15";"2,15"
"3541109";"Presidente Alves (SP)";"Total";"55 a 59 anos";"6,18";"3,87";"2,31"
"3541109";"Presidente Alves (SP)";"Total";"60 a 69 anos";"8,37";"3,12";"5,25"
"3541109";"Presidente Alves (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541109";"Presidente Alves (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541208";"Presidente Bernardes (SP)";"Total";"15 a 19 anos";"9,16";"2,98";"6,18"
"3541208";"Presidente Bernardes (SP)";"Total";"15 a 17 anos";"5,94";"1,21";"4,73"
"3541208";"Presidente Bernardes (SP)";"Total";"15 anos";"...";"...";"..."
"3541208";"Presidente Bernardes (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541208";"Presidente Bernardes (SP)";"Total";"18 e 19 anos";"3,22";"1,77";"1,45"
"3541208";"Presidente Bernardes (SP)";"Total";"20 a 24 anos";"8,72";"6,41";"2,31"
"3541208";"Presidente Bernardes (SP)";"Total";"25 a 29 anos";"8,28";"7,13";"1,15"
"3541208";"Presidente Bernardes (SP)";"Total";"30 a 34 anos";"7,76";"6,10";"1,66"
"3541208";"Presidente Bernardes (SP)";"Total";"35 a 39 anos";"7,90";"6,44";"1,47"
"3541208";"Presidente Bernardes (SP)";"Total";"40 a 44 anos";"8,83";"6,95";"1,87"
"3541208";"Presidente Bernardes (SP)";"Total";"45 a 49 anos";"8,37";"6,27";"2,11"
"3541208";"Presidente Bernardes (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541208";"Presidente Bernardes (SP)";"Total";"50 a 54 anos";"7,22";"4,26";"2,96"
"3541208";"Presidente Bernardes (SP)";"Total";"55 a 59 anos";"6,17";"3,92";"2,25"
"3541208";"Presidente Bernardes (SP)";"Total";"60 a 69 anos";"10,40";"2,92";"7,48"
"3541208";"Presidente Bernardes (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541208";"Presidente Bernardes (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541307";"Presidente Epitácio (SP)";"Total";"15 a 19 anos";"9,73";"4,30";"5,43"
"3541307";"Presidente Epitácio (SP)";"Total";"15 a 17 anos";"6,12";"1,89";"4,23"
"3541307";"Presidente Epitácio (SP)";"Total";"15 anos";"...";"...";"..."
"3541307";"Presidente Epitácio (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541307";"Presidente Epitácio (SP)";"Total";"18 e 19 anos";"3,61";"2,41";"1,20"
"3541307";"Presidente Epitácio (SP)";"Total";"20 a 24 anos";"9,69";"7,10";"2,59"
"3541307";"Presidente Epitácio (SP)";"Total";"25 a 29 anos";"9,64";"7,71";"1,92"
"3541307";"Presidente Epitácio (SP)";"Total";"30 a 34 anos";"9,46";"7,94";"1,52"
"3541307";"Presidente Epitácio (SP)";"Total";"35 a 39 anos";"8,39";"6,12";"2,27"
"3541307";"Presidente Epitácio (SP)";"Total";"40 a 44 anos";"8,41";"6,12";"2,28"
"3541307";"Presidente Epitácio (SP)";"Total";"45 a 49 anos";"8,09";"5,47";"2,62"
"3541307";"Presidente Epitácio (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541307";"Presidente Epitácio (SP)";"Total";"50 a 54 anos";"7,07";"3,88";"3,19"
"3541307";"Presidente Epitácio (SP)";"Total";"55 a 59 anos";"5,43";"2,33";"3,10"
"3541307";"Presidente Epitácio (SP)";"Total";"60 a 69 anos";"7,76";"2,22";"5,54"
"3541307";"Presidente Epitácio (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541307";"Presidente Epitácio (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541406";"Presidente Prudente (SP)";"Total";"15 a 19 anos";"8,99";"3,74";"5,25"
"3541406";"Presidente Prudente (SP)";"Total";"15 a 17 anos";"5,51";"1,65";"3,87"
"3541406";"Presidente Prudente (SP)";"Total";"15 anos";"...";"...";"..."
"3541406";"Presidente Prudente (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541406";"Presidente Prudente (SP)";"Total";"18 e 19 anos";"3,48";"2,10";"1,38"
"3541406";"Presidente Prudente (SP)";"Total";"20 a 24 anos";"9,47";"7,36";"2,11"
"3541406";"Presidente Prudente (SP)";"Total";"25 a 29 anos";"9,53";"8,03";"1,50"
"3541406";"Presidente Prudente (SP)";"Total";"30 a 34 anos";"9,31";"8,03";"1,29"
"3541406";"Presidente Prudente (SP)";"Total";"35 a 39 anos";"8,70";"7,45";"1,25"
"3541406";"Presidente Prudente (SP)";"Total";"40 a 44 anos";"8,75";"7,27";"1,49"
"3541406";"Presidente Prudente (SP)";"Total";"45 a 49 anos";"8,18";"6,51";"1,67"
"3541406";"Presidente Prudente (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541406";"Presidente Prudente (SP)";"Total";"50 a 54 anos";"6,96";"5,01";"1,95"
"3541406";"Presidente Prudente (SP)";"Total";"55 a 59 anos";"6,19";"3,41";"2,78"
"3541406";"Presidente Prudente (SP)";"Total";"60 a 69 anos";"8,36";"2,89";"5,47"
"3541406";"Presidente Prudente (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541406";"Presidente Prudente (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541505";"Presidente Venceslau (SP)";"Total";"15 a 19 anos";"8,27";"3,79";"4,48"
"3541505";"Presidente Venceslau (SP)";"Total";"15 a 17 anos";"5,01";"1,75";"3,25"
"3541505";"Presidente Venceslau (SP)";"Total";"15 anos";"...";"...";"..."
"3541505";"Presidente Venceslau (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541505";"Presidente Venceslau (SP)";"Total";"18 e 19 anos";"3,27";"2,04";"1,22"
"3541505";"Presidente Venceslau (SP)";"Total";"20 a 24 anos";"8,96";"6,38";"2,58"
"3541505";"Presidente Venceslau (SP)";"Total";"25 a 29 anos";"9,10";"6,39";"2,71"
"3541505";"Presidente Venceslau (SP)";"Total";"30 a 34 anos";"9,67";"6,71";"2,97"
"3541505";"Presidente Venceslau (SP)";"Total";"35 a 39 anos";"8,75";"6,59";"2,16"
"3541505";"Presidente Venceslau (SP)";"Total";"40 a 44 anos";"8,76";"6,91";"1,84"
"3541505";"Presidente Venceslau (SP)";"Total";"45 a 49 anos";"8,41";"5,53";"2,88"
"3541505";"Presidente Venceslau (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541505";"Presidente Venceslau (SP)";"Total";"50 a 54 anos";"6,72";"4,17";"2,54"
"3541505";"Presidente Venceslau (SP)";"Total";"55 a 59 anos";"6,26";"2,68";"3,58"
"3541505";"Presidente Venceslau (SP)";"Total";"60 a 69 anos";"8,79";"2,87";"5,93"
"3541505";"Presidente Venceslau (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541505";"Presidente Venceslau (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541604";"Promissão (SP)";"Total";"15 a 19 anos";"9,94";"4,20";"5,73"
"3541604";"Promissão (SP)";"Total";"15 a 17 anos";"6,51";"2,33";"4,18"
"3541604";"Promissão (SP)";"Total";"15 anos";"...";"...";"..."
"3541604";"Promissão (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541604";"Promissão (SP)";"Total";"18 e 19 anos";"3,43";"1,88";"1,56"
"3541604";"Promissão (SP)";"Total";"20 a 24 anos";"9,81";"7,65";"2,16"
"3541604";"Promissão (SP)";"Total";"25 a 29 anos";"9,59";"7,67";"1,93"
"3541604";"Promissão (SP)";"Total";"30 a 34 anos";"9,46";"7,99";"1,47"
"3541604";"Promissão (SP)";"Total";"35 a 39 anos";"8,70";"7,18";"1,51"
"3541604";"Promissão (SP)";"Total";"40 a 44 anos";"8,23";"6,14";"2,09"
"3541604";"Promissão (SP)";"Total";"45 a 49 anos";"7,79";"5,75";"2,04"
"3541604";"Promissão (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541604";"Promissão (SP)";"Total";"50 a 54 anos";"6,59";"4,58";"2,01"
"3541604";"Promissão (SP)";"Total";"55 a 59 anos";"5,49";"3,01";"2,48"
"3541604";"Promissão (SP)";"Total";"60 a 69 anos";"8,33";"3,06";"5,27"
"3541604";"Promissão (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541604";"Promissão (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541653";"Quadra (SP)";"Total";"15 a 19 anos";"9,29";"3,68";"5,61"
"3541653";"Quadra (SP)";"Total";"15 a 17 anos";"5,89";"1,38";"4,51"
"3541653";"Quadra (SP)";"Total";"15 anos";"...";"...";"..."
"3541653";"Quadra (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541653";"Quadra (SP)";"Total";"18 e 19 anos";"3,40";"2,30";"1,10"
"3541653";"Quadra (SP)";"Total";"20 a 24 anos";"7,92";"5,63";"2,29"
"3541653";"Quadra (SP)";"Total";"25 a 29 anos";"9,47";"7,10";"2,37"
"3541653";"Quadra (SP)";"Total";"30 a 34 anos";"8,60";"7,47";"1,13"
"3541653";"Quadra (SP)";"Total";"35 a 39 anos";"8,68";"6,82";"1,86"
"3541653";"Quadra (SP)";"Total";"40 a 44 anos";"9,22";"7,50";"1,72"
"3541653";"Quadra (SP)";"Total";"45 a 49 anos";"8,13";"6,28";"1,86"
"3541653";"Quadra (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541653";"Quadra (SP)";"Total";"50 a 54 anos";"7,13";"4,63";"2,51"
"3541653";"Quadra (SP)";"Total";"55 a 59 anos";"6,06";"2,44";"3,62"
"3541653";"Quadra (SP)";"Total";"60 a 69 anos";"9,44";"4,15";"5,29"
"3541653";"Quadra (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541653";"Quadra (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541703";"Quatá (SP)";"Total";"15 a 19 anos";"10,27";"4,77";"5,51"
"3541703";"Quatá (SP)";"Total";"15 a 17 anos";"6,63";"2,14";"4,49"
"3541703";"Quatá (SP)";"Total";"15 anos";"...";"...";"..."
"3541703";"Quatá (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541703";"Quatá (SP)";"Total";"18 e 19 anos";"3,64";"2,62";"1,02"
"3541703";"Quatá (SP)";"Total";"20 a 24 anos";"9,88";"7,94";"1,94"
"3541703";"Quatá (SP)";"Total";"25 a 29 anos";"9,63";"7,97";"1,66"
"3541703";"Quatá (SP)";"Total";"30 a 34 anos";"9,66";"8,21";"1,45"
